0	1
0.001	0.999
0.002	0.998002
0.003	0.997004
0.004	0.996008
0.005	0.995012
0.006	0.994018
0.007	0.993024
0.008	0.992032
0.009	0.99104
0.01	0.99005
0.011	0.98906
0.012	0.988072
0.013	0.987084
0.014	0.986098
0.015	0.985112
0.016	0.984127
0.017	0.983144
0.018	0.982161
0.019	0.981179
0.02	0.980199
0.021	0.979219
0.022	0.97824
0.023	0.977262
0.024	0.976286
0.025	0.97531
0.026	0.974335
0.027	0.973361
0.028	0.972388
0.029	0.971416
0.03	0.970446
0.031	0.969476
0.032	0.968507
0.033	0.967539
0.034	0.966572
0.035	0.965605
0.036	0.96464
0.037	0.963676
0.038	0.962713
0.039	0.961751
0.04	0.960789
0.041	0.959829
0.042	0.95887
0.043	0.957911
0.044	0.956954
0.045	0.955997
0.046	0.955042
0.047	0.954087
0.048	0.953134
0.049	0.952181
0.05	0.951229
0.051	0.950279
0.052	0.949329
0.053	0.94838
0.054	0.947432
0.055	0.946485
0.056	0.945539
0.057	0.944594
0.058	0.94365
0.059	0.942707
0.06	0.941765
0.061	0.940823
0.062	0.939883
0.063	0.938943
0.064	0.938005
0.065	0.937067
0.066	0.936131
0.067	0.935195
0.068	0.93426
0.069	0.933327
0.07	0.932394
0.071	0.931462
0.072	0.930531
0.073	0.929601
0.074	0.928672
0.075	0.927743
0.076	0.926816
0.077	0.92589
0.078	0.924964
0.079	0.92404
0.08	0.923116
0.081	0.922194
0.082	0.921272
0.083	0.920351
0.084	0.919431
0.085	0.918512
0.086	0.917594
0.087	0.916677
0.088	0.915761
0.089	0.914846
0.09	0.913931
0.091	0.913018
0.092	0.912105
0.093	0.911193
0.094	0.910283
0.095	0.909373
0.096	0.908464
0.097	0.907556
0.098	0.906649
0.099	0.905743
0.1	0.904837
0.101	0.903933
0.102	0.90303
0.103	0.902127
0.104	0.901225
0.105	0.900325
0.106	0.899425
0.107	0.898526
0.108	0.897628
0.109	0.89673
0.11	0.895834
0.111	0.894939
0.112	0.894044
0.113	0.893151
0.114	0.892258
0.115	0.891366
0.116	0.890475
0.117	0.889585
0.118	0.888696
0.119	0.887808
0.12	0.88692
0.121	0.886034
0.122	0.885148
0.123	0.884264
0.124	0.88338
0.125	0.882497
0.126	0.881615
0.127	0.880734
0.128	0.879853
0.129	0.878974
0.13	0.878095
0.131	0.877218
0.132	0.876341
0.133	0.875465
0.134	0.87459
0.135	0.873716
0.136	0.872843
0.137	0.87197
0.138	0.871099
0.139	0.870228
0.14	0.869358
0.141	0.868489
0.142	0.867621
0.143	0.866754
0.144	0.865888
0.145	0.865022
0.146	0.864158
0.147	0.863294
0.148	0.862431
0.149	0.861569
